FIPS,label,type,value,title
21033,KY,county,28.3,
21035,KY,county,29.9,
21037,KY,county,26.6,
21039,KY,county,28.3,
21041,KY,county,28.3,
21043,KY,county,24.6,
21045,KY,county,28.3,
21047,KY,county,21.2,
21049,KY,county,28.3,
21051,KY,county,28.3,
21053,KY,county,28.3,
21055,KY,county,28.3,
21057,KY,county,28.3,
21059,KY,county,24.9,
21061,KY,county,28.3,
21063,KY,county,28.3,
21065,KY,county,28.3,
21067,KY,county,28.6,
21069,KY,county,28.3,
21071,KY,county,28.2,
21073,KY,county,28.3,
21075,KY,county,28.3,
21077,KY,county,28.3,
21079,KY,county,28.3,
21081,KY,county,28.3,
21083,KY,county,14.4,
21085,KY,county,28.3,
21087,KY,county,28.3,
21089,KY,county,30.7,
21091,KY,county,28.3,
21093,KY,county,40.1,
21095,KY,county,36.7,
21097,KY,county,28.3,
21099,KY,county,38.1,
21101,KY,county,24.5,
21103,KY,county,28.3,
21105,KY,county,28.3,
21107,KY,county,22.5,
21109,KY,county,28.3,
21111,KY,county,30.3,
21113,KY,county,28.3,
21115,KY,county,26.6,
21117,KY,county,25.2,
21119,KY,county,28.3,
21121,KY,county,36,
21123,KY,county,28.3,
21125,KY,county,33.6,
21127,KY,county,28.3,
21129,KY,county,28.3,
21131,KY,county,28.3,
21133,KY,county,35.3,
21135,KY,county,28.3,
21137,KY,county,28.3,
21139,KY,county,28.3,
21141,KY,county,46.9,
21143,KY,county,28.3,
21145,KY,county,40.7,
21147,KY,county,28.3,
21149,KY,county,28.3,
21151,KY,county,19.1,
21153,KY,county,28.3,
21155,KY,county,28.3,
21157,KY,county,28.3,
21159,KY,county,28.3,
21161,KY,county,28.3,
21163,KY,county,28.3,
21165,KY,county,28.3,
21167,KY,county,28.3,
21169,KY,county,28.3,
21171,KY,county,28.3,
21173,KY,county,28.3,
21175,KY,county,28.3,
21177,KY,county,29.5,
21179,KY,county,35.7,
21181,KY,county,28.3,
21183,KY,county,28.3,
21185,KY,county,28.3,
21187,KY,county,28.3,
21189,KY,county,28.3,
21191,KY,county,28.3,
21193,KY,county,13.7,
21195,KY,county,26.7,
21197,KY,county,28.3,
21199,KY,county,27,
21201,KY,county,28.3,
21203,KY,county,28.3,
21205,KY,county,28.3,
21207,KY,county,28.3,
21209,KY,county,28.3,
21211,KY,county,31.3,
21213,KY,county,28.3,
21215,KY,county,28.3,
21217,KY,county,38.6,
21219,KY,county,28.3,
21221,KY,county,28.3,
21223,KY,county,28.3,
21225,KY,county,28.3,
21227,KY,county,33.1,
21229,KY,county,28.3,
21231,KY,county,28.3,
21233,KY,county,28.3,
21235,KY,county,29.8,
21237,KY,county,28.3,
21239,KY,county,28.3,
21999,KY,county,28.3,
22001,LA,county,33.7,
22003,LA,county,26.1,
22005,LA,county,26.1,
22007,LA,county,26.1,
22009,LA,county,36.8,
22011,LA,county,34,
22013,LA,county,26.1,
22015,LA,county,30.8,
22017,LA,county,23.5,
22019,LA,county,33.9,
22021,LA,county,26.1,
22023,LA,county,26.1,
22025,LA,county,26.1,
22027,LA,county,26.1,
22029,LA,county,26.1,
22031,LA,county,26.1,
22033,LA,county,28.4,
22035,LA,county,26.1,
22037,LA,county,26.1,
22039,LA,county,26.1,
22041,LA,county,40.1,
22043,LA,county,26.1,
22045,LA,county,34.1,
22047,LA,county,26.1,
22049,LA,county,26.1,
22051,LA,county,28.7,
22053,LA,county,26.1,
22055,LA,county,34.2,
22057,LA,county,52,
22059,LA,county,26.1,
22061,LA,county,26.1,
22063,LA,county,24.9,
22065,LA,county,26.1,
22067,LA,county,26.1,
22069,LA,county,12.8,
22071,LA,county,22.5,
22073,LA,county,31.5,
22075,LA,county,26.1,
22077,LA,county,26.1,
22079,LA,county,31.9,
22081,LA,county,26.1,
22083,LA,county,26.1,
22085,LA,county,26.1,
22087,LA,county,26.1,
22089,LA,county,26.1,
22091,LA,county,26.1,
22093,LA,county,26.1,
22095,LA,county,26.1,
22097,LA,county,26.2,
22099,LA,county,26.1,
22101,LA,county,33.3,
22103,LA,county,26.7,
22105,LA,county,21.6,
22107,LA,county,26.1,
22109,LA,county,37,
22111,LA,county,26.1,
22113,LA,county,27.9,
22115,LA,county,26.1,
22117,LA,county,31.6,
22119,LA,county,30.9,
22121,LA,county,26.1,
22123,LA,county,26.1,
22125,LA,county,26.1,
22127,LA,county,26.1,
22999,LA,county,26.1,
,MA,county,32.7,
25001,MA,county,43.7,
25003,MA,county,35.7,
25005,MA,county,36.9,
25007,MA,county,32.7,
25009,MA,county,28.3,
25011,MA,county,35.6,
25013,MA,county,28.9,
25015,MA,county,27.9,
25017,MA,county,26.8,
25019,MA,county,32.7,
25021,MA,county,30.4,
25023,MA,county,30.1,
25025,MA,county,20.7,
25027,MA,county,30,
25999,MA,county,32.7,
,MD,county,31.5,
24001,MD,county,34.3,
24003,MD,county,29.3,
24005,MD,county,25.9,
24009,MD,county,35.6,
24011,MD,county,31.5,
24013,MD,county,37.8,
24015,MD,county,30.1,
24017,MD,county,32,
24019,MD,county,31.5,
24021,MD,county,35.2,
24023,MD,county,42.2,
24025,MD,county,28.6,
24027,MD,county,40.1,
24029,MD,county,31.5,
24031,MD,county,40.2,
24033,MD,county,31.5,
24035,MD,county,31.1,
24037,MD,county,39.8,
24039,MD,county,31.5,
24041,MD,county,35,
24043,MD,county,33.9,
24045,MD,county,25.8,
24047,MD,county,35.8,
24510,MD,county,20.3,
24999,MD,county,31.5,
23001,ME,county,21.6,
23003,ME,county,21.1,
23005,ME,county,24.1,
23007,ME,county,28.8,
23009,ME,county,18.4,
23011,ME,county,18.7,
23013,ME,county,28.8,
23015,ME,county,21.3,
23017,ME,county,25.5,
23019,ME,county,21.1,
23021,ME,county,22.1,
23023,ME,county,23.8,
23025,ME,county,24.8,
23027,ME,county,29.9,
23029,ME,county,27.2,
23031,ME,county,24.7,
23999,ME,county,28.8,
26001,MI,county,23.5,
26003,MI,county,23.5,
26005,MI,county,26.2,
26007,MI,county,18.4,
26009,MI,county,22.5,
26011,MI,county,23.5,
26013,MI,county,23.5,
26015,MI,county,23.5,
26017,MI,county,19.6,
26019,MI,county,23.5,
26021,MI,county,21.1,
26023,MI,county,29.9,
26025,MI,county,27.4,
26027,MI,county,23.5,
26029,MI,county,23.5,
26031,MI,county,23.5,
26033,MI,county,24.2,
26035,MI,county,19.5,
26037,MI,county,25.8,
26039,MI,county,23.5,
26041,MI,county,34.8,
26043,MI,county,23.5,
26045,MI,county,36.9,
26047,MI,county,23.5,
26049,MI,county,24.8,
26051,MI,county,12.4,
26053,MI,county,23.5,
26055,MI,county,23.6,
26057,MI,county,26,
26059,MI,county,29.9,
26061,MI,county,23.5,
26063,MI,county,22.7,
26065,MI,county,26.2,
26067,MI,county,27.6,
26069,MI,county,18.2,
26071,MI,county,23.5,
26073,MI,county,25.8,
26075,MI,county,24.6,
26077,MI,county,29.4,
26079,MI,county,23.5,
26081,MI,county,26.9,
26083,MI,county,23.5,
26085,MI,county,23.5,
26087,MI,county,27,
26089,MI,county,14.8,
26091,MI,county,25.5,
26093,MI,county,34,
26095,MI,county,23.5,
26097,MI,county,23.5,
26099,MI,county,27,
26101,MI,county,14.4,
26103,MI,county,24.2,
26105,MI,county,25,
26107,MI,county,23.5,
26109,MI,county,23.5,
26111,MI,county,14.9,
26113,MI,county,23.5,
26115,MI,county,22.3,
26117,MI,county,23.5,
26119,MI,county,23.5,
26121,MI,county,25.9,
26123,MI,county,23.5,
26125,MI,county,27.9,
26127,MI,county,23.5,
26129,MI,county,25.9,
26131,MI,county,23.5,
26133,MI,county,23.5,
26135,MI,county,23.5,
26137,MI,county,23.5,
26139,MI,county,25.5,
26141,MI,county,23.5,
26143,MI,county,26.6,
26145,MI,county,25.1,
26147,MI,county,30.1,
26149,MI,county,24.6,
26151,MI,county,30,
26153,MI,county,23.5,
26155,MI,county,34.8,
26157,MI,county,32.5,
26159,MI,county,30.8,
26161,MI,county,32.6,
26163,MI,county,25.3,
26165,MI,county,17.9,
26999,MI,county,23.5,
27001,MN,county,22.3,
27003,MN,county,21.5,
27005,MN,county,22.3,
27007,MN,county,13.2,
27009,MN,county,22.3,
27011,MN,county,22.3,
27013,MN,county,22.3,
27015,MN,county,22.3,
27017,MN,county,22.3,
27019,MN,county,22.3,
27021,MN,county,22.3,
27023,MN,county,22.3,
27025,MN,county,22.3,
27027,MN,county,22.3,
27029,MN,county,22.3,
27031,MN,county,22.3,
27033,MN,county,22.3,
27035,MN,county,22.3,
27037,MN,county,22.3,
27039,MN,county,22.3,
27041,MN,county,22.3,
27043,MN,county,22.3,
27045,MN,county,22.3,
27047,MN,county,22.3,
27049,MN,county,22.3,
27051,MN,county,22.3,
27053,MN,county,22.7,
27055,MN,county,22.3,
27057,MN,county,22.3,
27059,MN,county,22.3,
27061,MN,county,22.3,
27063,MN,county,22.3,
27065,MN,county,22.3,
27067,MN,county,22.3,
27069,MN,county,22.3,
27071,MN,county,22.3,
27073,MN,county,22.3,
27075,MN,county,22.3,
27077,MN,county,22.3,
27079,MN,county,22.3,
27081,MN,county,22.3,
27083,MN,county,22.3,
27085,MN,county,22.3,
27087,MN,county,22.3,
27089,MN,county,22.3,
27091,MN,county,22.3,
27093,MN,county,22.3,
27095,MN,county,22.3,
27097,MN,county,22.3,
27099,MN,county,22.3,
27101,MN,county,22.3,
27103,MN,county,22.3,
27105,MN,county,22.3,
27107,MN,county,22.3,
27109,MN,county,20.1,
27111,MN,county,26.5,
27113,MN,county,22.3,
27115,MN,county,22.3,
27117,MN,county,22.3,
27119,MN,county,22.3,
27121,MN,county,22.3,
27123,MN,county,24.4,
27125,MN,county,22.3,
27127,MN,county,22.3,
27129,MN,county,22.3,
27131,MN,county,22.3,
27133,MN,county,22.3,
27135,MN,county,22.3,
27137,MN,county,16.9,
27139,MN,county,22.3,
27141,MN,county,22.3,
27143,MN,county,22.3,
27145,MN,county,12.7,
27147,MN,county,22.3,
27149,MN,county,22.3,
27151,MN,county,22.3,
27153,MN,county,22.3,
27155,MN,county,22.3,
27157,MN,county,22.3,
27159,MN,county,22.3,
27161,MN,county,22.3,
27163,MN,county,23.1,
27165,MN,county,22.3,
27167,MN,county,22.3,
27169,MN,county,22.3,
27171,MN,county,22.3,
27173,MN,county,22.3,
27999,MN,county,22.3,
29001,MO,county,27,
29003,MO,county,27,
29005,MO,county,27,
29007,MO,county,27,
29009,MO,county,27,
29011,MO,county,27,
29013,MO,county,27,
29015,MO,county,24.8,
29017,MO,county,27,
29019,MO,county,23,
29021,MO,county,29.7,
29023,MO,county,38.4,
29025,MO,county,27,
29027,MO,county,27,
29029,MO,county,27.9,
29031,MO,county,27,
29033,MO,county,27,
29035,MO,county,27,
29037,MO,county,33.4,
29039,MO,county,27,
29041,MO,county,27,
29043,MO,county,24,
29045,MO,county,27,
29047,MO,county,27.4,
29049,MO,county,27,
29051,MO,county,24.8,
29053,MO,county,27,
29055,MO,county,27,
29057,MO,county,27,
29059,MO,county,27,
29061,MO,county,27,
29063,MO,county,27,
29065,MO,county,27,
29067,MO,county,27,
29069,MO,county,38,
29071,MO,county,18.2,
29073,MO,county,27,
29075,MO,county,27,
29077,MO,county,26.9,
29079,MO,county,27,
29081,MO,county,27,
29083,MO,county,27,
29085,MO,county,27,
29087,MO,county,27,
29089,MO,county,27,
29091,MO,county,25.2,
29093,MO,county,27,
29095,MO,county,24.1,
29097,MO,county,27.8,
29099,MO,county,19.5,
29101,MO,county,29.4,
29103,MO,county,27,
29105,MO,county,27,
29107,MO,county,27,
29109,MO,county,27,
29111,MO,county,27,
29113,MO,county,27,
29115,MO,county,27,
29117,MO,county,27,
29119,MO,county,27,
29121,MO,county,27,
29123,MO,county,27,
29125,MO,county,27,
29127,MO,county,27.2,
29129,MO,county,27,
29131,MO,county,27,
29133,MO,county,27,
29135,MO,county,27,
29137,MO,county,27,
29139,MO,county,27,
29141,MO,county,27,
29143,MO,county,27,
29145,MO,county,27.3,
29147,MO,county,27,
29149,MO,county,27,
29151,MO,county,27,
29153,MO,county,27,
29155,MO,county,27,
29157,MO,county,27,
29159,MO,county,23.3,
29161,MO,county,23.3,
29163,MO,county,27,
29165,MO,county,33.9,
29167,MO,county,27,
29169,MO,county,27,
29171,MO,county,27,
29173,MO,county,27,
29175,MO,county,27,
29177,MO,county,27,
29179,MO,county,27,
29181,MO,county,27,
29183,MO,county,23.2,
29185,MO,county,27,
29186,MO,county,27,
29187,MO,county,37.1,
29189,MO,county,24.1,
29195,MO,county,27,
29197,MO,county,27,
29199,MO,county,27,
29201,MO,county,27,
29203,MO,county,27,
29205,MO,county,27,
29207,MO,county,27,
29209,MO,county,27,
29211,MO,county,27,
29213,MO,county,21.1,
29215,MO,county,27,
29217,MO,county,27,
29219,MO,county,27,
29221,MO,county,27,
29223,MO,county,27,
29225,MO,county,27,
29227,MO,county,27,
29229,MO,county,27,
29510,MO,county,20.7,
29999,MO,county,27,
28001,MS,county,27.5,
28003,MS,county,27.4,
28005,MS,county,27.5,
28007,MS,county,27.5,
28009,MS,county,27.5,
28011,MS,county,26.4,
28013,MS,county,27.5,
28015,MS,county,27.5,
28017,MS,county,27.5,
28019,MS,county,27.5,
28021,MS,county,27.5,
28023,MS,county,27.5,
28025,MS,county,27.5,
28027,MS,county,27.5,
28029,MS,county,27.5,
28031,MS,county,27.5,
28033,MS,county,38.5,
28035,MS,county,27.5,
28037,MS,county,27.5,
28039,MS,county,27.5,
28041,MS,county,27.5,
28043,MS,county,27.5,
28045,MS,county,27.5,
28047,MS,county,20.9,
28049,MS,county,22.7,
28051,MS,county,27.5,
28053,MS,county,27.5,
28055,MS,county,27.5,
28057,MS,county,27.5,
28059,MS,county,19.6,
28061,MS,county,27.5,
28063,MS,county,27.5,
28065,MS,county,27.5,
28067,MS,county,26.9,
28069,MS,county,27.5,
28071,MS,county,27.5,
28073,MS,county,27.5,
28075,MS,county,21.9,
28077,MS,county,27.5,
28079,MS,county,27.5,
28081,MS,county,31.9,
28083,MS,county,22.5,
28085,MS,county,27.5,
28087,MS,county,27.5,
28089,MS,county,25.5,
28091,MS,county,27.5,
28093,MS,county,27.5,
28095,MS,county,27.5,
28097,MS,county,27.5,
28099,MS,county,27.5,
28101,MS,county,27.5,
28103,MS,county,27.5,
28105,MS,county,27.5,
28107,MS,county,29.6,
28109,MS,county,32.7,
28111,MS,county,27.5,
28113,MS,county,27.5,
28115,MS,county,27.5,
28117,MS,county,27.5,
28119,MS,county,27.5,
28121,MS,county,31.3,
28123,MS,county,27.5,
28125,MS,county,27.5,
28127,MS,county,27.5,
28129,MS,county,27.5,
28131,MS,county,27.5,
28133,MS,county,18.2,
28135,MS,county,27.5,
28137,MS,county,27.5,
28139,MS,county,27.5,
28141,MS,county,27.5,
28143,MS,county,27.5,
28145,MS,county,27.5,
28147,MS,county,27.5,
28149,MS,county,23.4,
28151,MS,county,24.3,
28153,MS,county,27.5,
28155,MS,county,27.5,
28157,MS,county,27.5,
28159,MS,county,27.5,
28161,MS,county,27.5,
28163,MS,county,27.5,
30001,MT,county,18.5,
30003,MT,county,18.5,
30005,MT,county,18.5,
30007,MT,county,18.5,
30009,MT,county,18.5,
30011,MT,county,18.5,
30013,MT,county,21.6,
30015,MT,county,18.5,
30017,MT,county,18.5,
30019,MT,county,18.5,
30021,MT,county,18.5,
30023,MT,county,18.5,
30025,MT,county,18.5,
30027,MT,county,18.5,
30029,MT,county,24.7,
30031,MT,county,19.3,
30033,MT,county,18.5,
30035,MT,county,18.5,
30037,MT,county,18.5,
30039,MT,county,18.5,
30041,MT,county,18.5,
30043,MT,county,18.5,
30045,MT,county,18.5,
30047,MT,county,18.5,
30049,MT,county,16.7,
30051,MT,county,18.5,
30053,MT,county,18.5,
30055,MT,county,18.5,
30057,MT,county,18.5,
30059,MT,county,18.5,
30061,MT,county,18.5,
30063,MT,county,12,
30065,MT,county,18.5,
30067,MT,county,18.5,
30071,MT,county,18.5,
30073,MT,county,18.5,
30075,MT,county,18.5,
30077,MT,county,18.5,
30079,MT,county,18.5,
30081,MT,county,18.5,
30083,MT,county,18.5,
30085,MT,county,18.5,
30087,MT,county,18.5,
30089,MT,county,18.5,
30091,MT,county,18.5,
30093,MT,county,18.5,
30095,MT,county,18.5,
30097,MT,county,18.5,
30099,MT,county,18.5,
30101,MT,county,18.5,
30105,MT,county,18.5,
30107,MT,county,18.5,
30109,MT,county,18.5,
30111,MT,county,16.2,
37001,NC,county,28.3,
37003,NC,county,26.4,
37005,NC,county,26.4,
37007,NC,county,26.4,
37009,NC,county,26.4,
37011,NC,county,26.4,
37013,NC,county,13.8,
37015,NC,county,21.9,
37017,NC,county,26.4,
37019,NC,county,34.3,
37021,NC,county,24.9,
37023,NC,county,30.3,
37025,NC,county,23.8,
37027,NC,county,35.6,
37029,NC,county,26.4,
37031,NC,county,28.2,
37033,NC,county,26.4,
37035,NC,county,40.7,
37037,NC,county,27.5,
37039,NC,county,31.3,
37041,NC,county,26.4,
37043,NC,county,26.4,
37045,NC,county,34.6,
37047,NC,county,40.5,
37049,NC,county,35.8,
37051,NC,county,33.7,
37053,NC,county,26.4,
37055,NC,county,31.1,
37057,NC,county,30.4,
37059,NC,county,26.4,
37061,NC,county,31.9,
37063,NC,county,24.5,
37065,NC,county,24.5,
37067,NC,county,23.9,
37069,NC,county,25.1,
37071,NC,county,28.7,
37073,NC,county,26.4,
37075,NC,county,26.4,
37077,NC,county,21.4,
37079,NC,county,26.4,
37081,NC,county,27.5,
37083,NC,county,36.1,
37085,NC,county,37.3,
37087,NC,county,22.9,
37089,NC,county,30,
37091,NC,county,26.4,
37093,NC,county,26.4,
37095,NC,county,26.4,
37097,NC,county,33.2,
37099,NC,county,25.5,
37101,NC,county,31.8,
37103,NC,county,26.4,
37105,NC,county,25.8,
37107,NC,county,36.6,
37109,NC,county,42.1,
37111,NC,county,29.3,
37113,NC,county,34.6,
37115,NC,county,26.4,
37117,NC,county,29.6,
37119,NC,county,22.3,
37121,NC,county,26.4,
37123,NC,county,32.7,
37125,NC,county,38.4,
37127,NC,county,33.4,
37129,NC,county,34.4,
37131,NC,county,26.4,
37133,NC,county,33.7,
37135,NC,county,24.9,
37137,NC,county,26.4,
37139,NC,county,26.4,
37141,NC,county,26.4,
37143,NC,county,26.4,
37145,NC,county,26.4,
37147,NC,county,21.5,
37149,NC,county,26.4,
37151,NC,county,38.9,
37153,NC,county,24.2,
37155,NC,county,29.5,
37157,NC,county,21.4,
37159,NC,county,28.7,
37161,NC,county,31,
37163,NC,county,34.4,
37165,NC,county,26.4,
37167,NC,county,32.1,
37169,NC,county,26.4,
37171,NC,county,30.9,
37173,NC,county,26.4,
37175,NC,county,26.4,
37177,NC,county,26.4,
37179,NC,county,24.2,
37181,NC,county,18.1,
37183,NC,county,29.2,
37185,NC,county,26.4,
37187,NC,county,26.4,
37189,NC,county,26.4,
37191,NC,county,28,
37193,NC,county,34.1,
37195,NC,county,44.1,
37197,NC,county,26.4,
37199,NC,county,26.4,
37999,NC,county,26.4,
38001,ND,county,22.6,
38003,ND,county,22.6,
38005,ND,county,22.6,
38007,ND,county,22.6,
38009,ND,county,22.6,
38011,ND,county,22.6,
38013,ND,county,22.6,
38015,ND,county,23.7,
38017,ND,county,13.9,
38019,ND,county,22.6,
38021,ND,county,22.6,
38023,ND,county,22.6,
38025,ND,county,22.6,
38027,ND,county,22.6,
38029,ND,county,22.6,
38031,ND,county,22.6,
38033,ND,county,22.6,
38035,ND,county,22.6,
38037,ND,county,22.6,
38039,ND,county,22.6,
38041,ND,county,22.6,
38043,ND,county,22.6,
38045,ND,county,22.6,
38047,ND,county,22.6,
38049,ND,county,22.6,
38051,ND,county,22.6,
38053,ND,county,22.6,
38055,ND,county,22.6,
38057,ND,county,22.6,
38059,ND,county,23.8,
38061,ND,county,22.6,
38063,ND,county,22.6,
38065,ND,county,22.6,
38067,ND,county,22.6,
38069,ND,county,22.6,
38071,ND,county,22.6,
38073,ND,county,22.6,
38075,ND,county,22.6,
38077,ND,county,22.6,
38079,ND,county,22.6,
38081,ND,county,22.6,
38083,ND,county,22.6,
38085,ND,county,22.6,
38087,ND,county,22.6,
38089,ND,county,22.6,
38091,ND,county,22.6,
38093,ND,county,22.6,
38095,ND,county,22.6,
38097,ND,county,22.6,
38099,ND,county,22.6,
38101,ND,county,22.3,
38103,ND,county,22.6,
38105,ND,county,22.6,
,NE,county,24.5,
31001,NE,county,24.5,
31003,NE,county,24.5,
31005,NE,county,24.5,
31007,NE,county,24.5,
31009,NE,county,24.5,
31011,NE,county,24.5,
31013,NE,county,24.5,
31015,NE,county,24.5,
31017,NE,county,24.5,
31019,NE,county,19.6,
31021,NE,county,24.5,
31023,NE,county,24.5,
31025,NE,county,24.5,
31027,NE,county,24.5,
31029,NE,county,24.5,
31031,NE,county,24.5,
31033,NE,county,24.5,
31035,NE,county,24.5,
31037,NE,county,24.5,
31039,NE,county,24.5,
31041,NE,county,24.5,
31043,NE,county,24.5,
31045,NE,county,24.5,
31047,NE,county,24.5,
31049,NE,county,24.5,
31051,NE,county,24.5,
31053,NE,county,24.5,
31055,NE,county,22,
31057,NE,county,24.5,
31059,NE,county,24.5,
31061,NE,county,24.5,
31063,NE,county,24.5,
31065,NE,county,24.5,
31067,NE,county,24.5,
31069,NE,county,24.5,
31071,NE,county,24.5,
31073,NE,county,24.5,
31075,NE,county,24.5,
31077,NE,county,24.5,
31079,NE,county,23.1,
31081,NE,county,24.5,
31083,NE,county,24.5,
31085,NE,county,24.5,
31087,NE,county,24.5,
31089,NE,county,24.5,
31091,NE,county,24.5,
31093,NE,county,24.5,
31095,NE,county,24.5,
31097,NE,county,24.5,
31099,NE,county,24.5,
31101,NE,county,24.5,
31103,NE,county,24.5,
31105,NE,county,24.5,
31107,NE,county,24.5,
31109,NE,county,26.3,
31111,NE,county,17.2,
31113,NE,county,24.5,
31115,NE,county,24.5,
31117,NE,county,24.5,
31119,NE,county,22.4,
31121,NE,county,24.5,
31123,NE,county,24.5,
31125,NE,county,24.5,
31127,NE,county,24.5,
31129,NE,county,24.5,
31131,NE,county,24.5,
31133,NE,county,24.5,
31135,NE,county,24.5,
31137,NE,county,24.5,
31139,NE,county,24.5,
31141,NE,county,24.5,
31143,NE,county,24.5,
31145,NE,county,24.5,
31147,NE,county,24.5,
31149,NE,county,24.5,
31151,NE,county,24.5,
31153,NE,county,21.2,
31155,NE,county,24.5,
31157,NE,county,24.5,
31159,NE,county,24.5,
31161,NE,county,24.5,
31163,NE,county,24.5,
31165,NE,county,24.5,
31167,NE,county,24.5,
31169,NE,county,24.5,
31171,NE,county,24.5,
31173,NE,county,24.5,
31175,NE,county,24.5,
31177,NE,county,24.5,
31179,NE,county,24.5,
31181,NE,county,24.5,
31183,NE,county,24.5,
31185,NE,county,24.5,
31999,NE,county,24.5,
33001,NH,county,25.8,
33003,NH,county,29.6,
33005,NH,county,24.4,
33007,NH,county,32.9,
33009,NH,county,19.2,
33011,NH,county,33,
33013,NH,county,25.4,
33015,NH,county,34,
33017,NH,county,23,
33019,NH,county,18,
33999,NH,county,99999,
,NJ,county,58.7,
34001,NJ,county,30.9,
34003,NJ,county,41.7,
34005,NJ,county,35,
34007,NJ,county,33.2,
34009,NJ,county,32.6,
34011,NJ,county,34.9,
34013,NJ,county,38.7,
34015,NJ,county,31.9,
34017,NJ,county,40.9,
34019,NJ,county,34.2,
34021,NJ,county,34.7,
34023,NJ,county,40.6,
34025,NJ,county,40.1,
34027,NJ,county,37.6,
34029,NJ,county,45.9,
34031,NJ,county,40.8,
34033,NJ,county,29,
34035,NJ,county,41.1,
34037,NJ,county,43.1,
34039,NJ,county,37.1,
34041,NJ,county,31.1,
34999,NJ,county,58.7,
35001,NM,county,13.4,
35003,NM,county,24.3,
35005,NM,county,38.1,
35006,NM,county,24.3,
35007,NM,county,24.3,
35009,NM,county,24.3,
35011,NM,county,24.3,
35013,NM,county,28.6,
35015,NM,county,20.4,
35017,NM,county,24.3,
35019,NM,county,24.3,
35021,NM,county,24.3,
35023,NM,county,24.3,
35025,NM,county,34.7,
35027,NM,county,24.3,
35028,NM,county,24.3,
35029,NM,county,24.3,
35031,NM,county,12.6,
35033,NM,county,24.3,
35035,NM,county,24.3,
35037,NM,county,24.3,
35039,NM,county,24.3,
35041,NM,county,24.3,
35043,NM,county,17,
35045,NM,county,21.6,
35047,NM,county,24.3,
35049,NM,county,25.8,
35051,NM,county,24.3,
35053,NM,county,24.3,
35055,NM,county,24.3,
35057,NM,county,24.3,
35059,NM,county,24.3,
35061,NM,county,24.3,
35999,NM,county,24.3,
32001,NV,county,30.6,
32003,NV,county,34.9,
32005,NV,county,32.1,
32007,NV,county,30.6,
32009,NV,county,30.6,
32011,NV,county,30.6,
32013,NV,county,30.6,
32015,NV,county,30.6,
32017,NV,county,30.6,
32019,NV,county,30.8,
32021,NV,county,30.6,
32023,NV,county,30.6,
32027,NV,county,30.6,
32029,NV,county,30.6,
32031,NV,county,30.2,
32033,NV,county,30.6,
32510,NV,county,32.1,
32999,NV,county,30.6,
36001,NY,county,33,
36003,NY,county,30.4,
36005,NY,county,36.8,
36007,NY,county,24.5,
36009,NY,county,30.3,
36011,NY,county,41.1,
36013,NY,county,32.8,
36015,NY,county,26.7,
36017,NY,county,30.4,
36019,NY,county,20.9,
36021,NY,county,39.5,
36023,NY,county,30.4,
36025,NY,county,31.3,
36027,NY,county,38.5,
36029,NY,county,32.4,
36031,NY,county,30.4,
36033,NY,county,32.7,
36035,NY,county,37.5,
36037,NY,county,30.4,
36039,NY,county,34.7,
36041,NY,county,30.4,
36043,NY,county,30.4,
36045,NY,county,32.3,
36047,NY,county,50.2,
36049,NY,county,30.4,
36051,NY,county,30.4,
36053,NY,county,30.4,
36055,NY,county,25.5,
36057,NY,county,41.9,
36059,NY,county,45.7,
36061,NY,county,38,
36063,NY,county,35.4,
36065,NY,county,42.4,
36067,NY,county,33.1,
36069,NY,county,28.4,
36071,NY,county,37.7,
36073,NY,county,30.4,
36075,NY,county,29.4,
36077,NY,county,19.8,
36079,NY,county,48.4,
36081,NY,county,48.1,
36083,NY,county,40,
36085,NY,county,43.8,
36087,NY,county,48,
36089,NY,county,31.7,
36091,NY,county,31.9,
36093,NY,county,32.7,
36095,NY,county,30.4,
36097,NY,county,30.4,
36099,NY,county,30.4,
36101,NY,county,33.3,
36103,NY,county,45.3,
36105,NY,county,38.7,
36107,NY,county,15.7,
36109,NY,county,31.3,
36111,NY,county,37.2,
36113,NY,county,30.4,
36115,NY,county,30.4,
36117,NY,county,30.6,
36119,NY,county,41.8,
36121,NY,county,30.4,
36123,NY,county,30.4,
36999,NY,county,30.4,
,OH,county,27.8,
39001,OH,county,34.3,
39003,OH,county,18.6,
39005,OH,county,24,
39007,OH,county,27.1,
39009,OH,county,15.7,
39011,OH,county,18.9,
39013,OH,county,30.7,
39015,OH,county,27.8,
39017,OH,county,25.7,
39019,OH,county,27.8,
39021,OH,county,27.8,
39023,OH,county,35.3,
39025,OH,county,29.6,
39027,OH,county,27.8,
39029,OH,county,29.6,
39031,OH,county,24.6,
39033,OH,county,27.8,
39035,OH,county,21.2,
39037,OH,county,26.2,
39039,OH,county,17.8,
39041,OH,county,29.6,
39043,OH,county,19.2,
39045,OH,county,26.2,
39047,OH,county,27.8,
39049,OH,county,28.2,
39051,OH,county,27.8,
39053,OH,county,37.2,
39055,OH,county,20.9,
39057,OH,county,36.1,
39059,OH,county,40,
39061,OH,county,20.1,
39063,OH,county,26.2,
39065,OH,county,25.3,
39067,OH,county,27.8,
39069,OH,county,27.8,
39071,OH,county,29.8,
39073,OH,county,27.8,
39075,OH,county,27.8,
39077,OH,county,19.4,
39079,OH,county,33.1,
39081,OH,county,20.9,
39083,OH,county,17.9,
